,Country,Code,Year,Population (historical estimates),"Indicator:Prevalence of obesity among adults, BMI &GreaterEqual; 30 (crude estimate) (%) - Sex:Both sexes",Schizophrenia disorders (share of population) - Sex: Both - Age: Age-standardized,Depressive disorders (share of population) - Sex: Both - Age: Age-standardized,Anxiety disorders (share of population) - Sex: Both - Age: Age-standardized,Bipolar disorders (share of population) - Sex: Both - Age: Age-standardized,Eating disorders (share of population) - Sex: Both - Age: Age-standardized,headcount_ratio_upper_mid_income_povline,headcount_ratio_1000
507,Belarus,BLR,1995,10461694.0,18.2,0.27033705,3.9915447,3.529267,0.52128,0.10373212,36.9166796875,66.73449449064279
510,Belarus,BLR,1998,10357472.0,19.3,0.2699983,4.0586615,3.5253568,0.52121997,0.1002217,76.90651437224214,95.81304181521772
511,Belarus,BLR,1998,10357472.0,19.3,0.2699983,4.0586615,3.5253568,0.52121997,0.1002217,90.09005743248656,97.03783549947676
512,Belarus,BLR,1999,10308281.0,19.6,0.2699176,4.0794196,3.5240104,0.52121127,0.099186875,72.03014622462683,95.28125899016564
513,Belarus,BLR,1999,10308281.0,19.6,0.2699176,4.0794196,3.5240104,0.52121127,0.099186875,87.98479280569084,96.86972908741691
514,Belarus,BLR,2000,10256489.0,19.9,0.26989874,4.0918536,3.5228252,0.52120125,0.09925466,65.88525098749676,93.28851940719224
515,Belarus,BLR,2000,10256489.0,19.9,0.26989874,4.0918536,3.5228252,0.52120125,0.09925466,84.39742785671729,95.67302944626212
516,Belarus,BLR,2001,10201212.0,20.2,0.2699878,4.0966105,3.521141,0.52119553,0.099894375,49.98221657835044,87.14270826891047
517,Belarus,BLR,2001,10201212.0,20.2,0.2699878,4.0966105,3.521141,0.52119553,0.099894375,73.66071948833871,90.920633064838
518,Belarus,BLR,2002,10135391.0,20.6,0.27018493,4.1028614,3.51859,0.52119213,0.10093053,42.66725079145274,83.74942585316755
519,Belarus,BLR,2002,10135391.0,20.6,0.27018493,4.1028614,3.51859,0.52119213,0.10093053,67.68550673709743,88.10269574855411
520,Belarus,BLR,2003,10065881.0,20.9,0.2704434,4.103709,3.5159032,0.52119684,0.102895,39.09276165262513,81.31003081517989
521,Belarus,BLR,2003,10065881.0,20.9,0.2704434,4.103709,3.5159032,0.52119684,0.102895,64.80266720102247,86.1939529748742
522,Belarus,BLR,2004,9999713.0,21.3,0.27071837,4.104315,3.513435,0.52120095,0.10501632,27.37487654482753,75.71898999086343
523,Belarus,BLR,2004,9999713.0,21.3,0.27071837,4.104315,3.513435,0.52120095,0.10501632,54.30841403361113,81.70784772592155
524,Belarus,BLR,2005,9935166.0,21.7,0.27096403,4.0988197,3.5119147,0.5212048,0.106956296,17.13745471658565,60.03826969784236
525,Belarus,BLR,2005,9935166.0,21.7,0.27096403,4.0988197,3.5119147,0.5212048,0.106956296,35.96533766533307,67.83949245225763
526,Belarus,BLR,2006,9874700.0,22.1,0.27131802,4.078114,3.5106103,0.52121115,0.109090164,11.70192492645718,48.29574382417846
527,Belarus,BLR,2006,9874700.0,22.1,0.27131802,4.078114,3.5106103,0.52121115,0.109090164,27.86478585556597,56.44031197312815
528,Belarus,BLR,2007,9825990.0,22.4,0.27187908,4.041458,3.508245,0.52120125,0.11159433,7.57823109724861,38.88236182921331
529,Belarus,BLR,2007,9825990.0,22.4,0.27187908,4.041458,3.508245,0.52120125,0.11159433,20.69631298787127,46.94010949319146
530,Belarus,BLR,2008,9787829.0,22.8,0.27253366,3.99703,3.5057619,0.52119315,0.11437235,5.49786858276408,34.018908584021865
531,Belarus,BLR,2008,9787829.0,22.8,0.27253366,3.99703,3.5057619,0.52119315,0.11437235,16.4390120644591,42.871149416097545
532,Belarus,BLR,2009,9757710.0,23.3,0.27317077,3.9585407,3.503633,0.52118677,0.11702941,5.13892952859647,32.5007637933152
533,Belarus,BLR,2009,9757710.0,23.3,0.27317077,3.9585407,3.503633,0.52118677,0.11702941,15.587071730902,40.77098501413765
534,Belarus,BLR,2010,9731426.0,23.7,0.27368024,3.9347,3.5022798,0.5211785,0.11944295,3.55420636213806,26.467541087950902
535,Belarus,BLR,2010,9731426.0,23.7,0.27368024,3.9347,3.5022798,0.5211785,0.11944295,11.84774421598733,33.0910155161081
536,Belarus,BLR,2011,9706983.0,24.1,0.2742778,3.922725,3.5010548,0.5211749,0.12181314,2.67544793650532,22.34076694984321
537,Belarus,BLR,2011,9706983.0,24.1,0.2742778,3.922725,3.5010548,0.5211749,0.12181314,9.96308670558464,29.4098437599422
538,Belarus,BLR,2012,9693754.0,24.6,0.27513677,3.9135807,3.4986422,0.5211533,0.12428703,1.22296639707611,15.016384826537909
539,Belarus,BLR,2012,9693754.0,24.6,0.27513677,3.9135807,3.4986422,0.5211533,0.12428703,5.86312394687024,20.96861913170094
540,Belarus,BLR,2013,9691143.0,25.1,0.27607197,3.904299,3.4958112,0.5211224,0.12694465,0.74246021582449,10.04050130316868
541,Belarus,BLR,2013,9691143.0,25.1,0.27607197,3.904299,3.4958112,0.5211224,0.12694465,3.40451565802719,14.32524685478642
542,Belarus,BLR,2014,9693741.0,25.6,0.2768987,3.8970487,3.4930503,0.52108866,0.12941444,0.40865340015439,9.01961432992085
543,Belarus,BLR,2014,9693741.0,25.6,0.2768987,3.8970487,3.4930503,0.52108866,0.12941444,3.2034386279742497,13.70774008925639
544,Belarus,BLR,2015,9700609.0,26.1,0.2774349,3.8928354,3.490736,0.52105135,0.13096942,0.90554211833191,12.28702190203332
545,Belarus,BLR,2015,9700609.0,26.1,0.2774349,3.8928354,3.490736,0.52105135,0.13096942,4.10366791607519,17.18951890690208
546,Belarus,BLR,2016,9708111.0,26.6,0.27772522,3.8953915,3.4861212,0.5210136,0.1318798,0.7869955411702301,13.18440463695166
547,Belarus,BLR,2016,9708111.0,26.6,0.27772522,3.8953915,3.4861212,0.5210136,0.1318798,4.59078739071879,18.80846671228104
550,Belgium,BEL,1992,10016455.0,15.7,0.27474725,3.279841,4.992266,0.89736056,0.3709203,1.19370889223455,1.6639016608176498
551,Belgium,BEL,1992,10016455.0,15.7,0.27474725,3.279841,4.992266,0.89736056,0.3709203,1.19370889223455,1.48670581648503
554,Belgium,BEL,1995,10095204.0,16.8,0.27480116,3.264437,4.9870434,0.89744174,0.38023952,0.95476362620504,1.9603493547232904
555,Belgium,BEL,1995,10095204.0,16.8,0.27480116,3.264437,4.9870434,0.89744174,0.38023952,1.1550736917149,1.42715015468505
557,Belgium,BEL,1997,10154876.0,17.5,0.27449498,3.2541459,4.959256,0.89753646,0.38382334,0.71713056830972,1.68035968911239
558,Belgium,BEL,1997,10154876.0,17.5,0.27449498,3.2541459,4.959256,0.89753646,0.38382334,0.98172352229498,1.44166502571475
561,Belgium,BEL,2000,10264351.0,18.6,0.2739478,3.260707,4.9130864,0.89764214,0.3893974,0.66123955664055,1.1578915926508
562,Belgium,BEL,2000,10264351.0,18.6,0.2739478,3.260707,4.9130864,0.89764214,0.3893974,0.97794335853105,1.1578915926508
565,Belgium,BEL,2003,10402550.0,19.7,0.2740001,3.317652,4.9234123,0.89940006,0.39989844,0.7085287203143,1.72060825759556
566,Belgium,BEL,2003,10402550.0,19.7,0.2740001,3.317652,4.9234123,0.89940006,0.39989844,0.8776015205019,1.41533702489677
567,Belgium,BEL,2004,10456164.0,20.1,0.27403557,3.3399148,4.9279165,0.9000595,0.40409118,0.21231665559231,0.7591307133044201
568,Belgium,BEL,2004,10456164.0,20.1,0.27403557,3.3399148,4.9279165,0.9000595,0.40409118,0.4210061790769099,0.5129700019589
569,Belgium,BEL,2005,10516979.0,20.5,0.27404436,3.3646903,4.931271,0.90034026,0.4071641,0.47263528173561,1.02533143275203
570,Belgium,BEL,2005,10516979.0,20.5,0.27404436,3.3646903,4.931271,0.90034026,0.4071641,0.4992826932263499,0.84227722455565
571,Belgium,BEL,2006,10582970.0,20.8,0.2740263,3.410445,4.940288,0.90035564,0.40980622,0.40436900437997,1.20581714918694
572,Belgium,BEL,2006,10582970.0,20.8,0.2740263,3.410445,4.940288,0.90035564,0.40980622,0.42429945427288,0.72761548140024
573,Belgium,BEL,2007,10653698.0,21.1,0.27400213,3.4814527,4.958886,0.9003685,0.4125902,0.3023614956314,0.9678060840998
574,Belgium,BEL,2007,10653698.0,21.1,0.27400213,3.4814527,4.958886,0.9003685,0.4125902,0.39361197502183,0.76715169746857
575,Belgium,BEL,2008,10726720.0,21.5,0.27397212,3.5586588,4.98185,0.9003901,0.4146189,0.28361963542823,0.66391112855844
576,Belgium,BEL,2008,10726720.0,21.5,0.27397212,3.5586588,4.98185,0.9003901,0.4146189,0.28361963542823,0.5260929942486
577,Belgium,BEL,2009,10801357.0,21.8,0.2739439,3.6206412,5.0039754,0.900405,0.4175397,0.25276935480159,1.25332735190593
578,Belgium,BEL,2009,10801357.0,21.8,0.2739439,3.6206412,5.0039754,0.900405,0.4175397,0.34456615610216,1.04629217466497
579,Belgium,BEL,2010,10877948.0,22.2,0.2739223,3.6478279,5.0200486,0.900408,0.41880637,0.43960065873839,1.20453306362135
580,Belgium,BEL,2010,10877948.0,22.2,0.2739223,3.6478279,5.0200486,0.900408,0.41880637,0.4690388340023,0.82179743900188
581,Belgium,BEL,2011,10955742.0,22.5,0.2739011,3.6392348,5.034762,0.90041107,0.42080608,0.4689303079907099,1.24198151870277
582,Belgium,BEL,2011,10955742.0,22.5,0.2739011,3.6392348,5.034762,0.90041107,0.42080608,0.59592321546385,1.02147610459573
583,Belgium,BEL,2012,11031140.0,22.9,0.27387935,3.6182528,5.0539336,0.9004145,0.4234204,0.421715716496,1.00684345459412
584,Belgium,BEL,2012,11031140.0,22.9,0.27387935,3.6182528,5.0539336,0.9004145,0.4234204,0.45270452410719,0.71245439533487
585,Belgium,BEL,2013,11103260.0,23.3,0.27386346,3.5918112,5.0737395,0.90042275,0.4255563,0.40693987577932,0.8711570695923799
586,Belgium,BEL,2013,11103260.0,23.3,0.27386346,3.5918112,5.0737395,0.90042275,0.4255563,0.50114204464361,0.76480853875287
587,Belgium,BEL,2014,11176727.0,23.7,0.27386415,3.5673435,5.090465,0.9004224,0.42841125,0.19289847939659,0.6355528502796199
588,Belgium,BEL,2014,11176727.0,23.7,0.27386415,3.5673435,5.090465,0.9004224,0.42841125,0.27223510381353,0.55052979008568
589,Belgium,BEL,2015,11248306.0,24.1,0.27389416,3.5513406,5.100454,0.900407,0.4296135,0.21745086865179,0.60299941599326
590,Belgium,BEL,2015,11248306.0,24.1,0.27389416,3.5513406,5.100454,0.900407,0.4296135,0.21745086865179,0.37458437642665
591,Belgium,BEL,2016,11316837.0,24.5,0.27434295,3.5443187,5.097948,0.90038335,0.43202114,0.19761952771784,0.92667905976757
592,Belgium,BEL,2016,11316837.0,24.5,0.27434295,3.5443187,5.097948,0.90038335,0.43202114,0.30444275902125,0.6200673382847499
596,Belize,BLZ,1993,194192.0,11.5,0.26749557,3.1920865,4.0431185,0.9056128,0.17241094,48.90137423126566,74.15913749905094
597,Belize,BLZ,1993,194192.0,11.5,0.26749557,3.1920865,4.0431185,0.9056128,0.17241094,61.752334674664034,76.99643155417203
598,Belize,BLZ,1994,198430.0,11.9,0.26789328,3.1938505,4.040691,0.90570205,0.17470317,52.19698424894352,77.73002305032655
599,Belize,BLZ,1994,198430.0,11.9,0.26789328,3.1938505,4.040691,0.90570205,0.17470317,65.39569727237803,79.03940965552567
600,Belize,BLZ,1995,203572.0,12.3,0.26814777,3.1985621,4.040167,0.90580624,0.17624535,39.85120253397665,60.18194541637508
601,Belize,BLZ,1995,203572.0,12.3,0.26814777,3.1985621,4.040167,0.90580624,0.17624535,48.38864130234613,63.065817096976176
602,Belize,BLZ,1996,209857.0,12.7,0.26830915,3.2085798,4.041387,0.90592086,0.17733571,57.74936625151549,78.97571549285426
603,Belize,BLZ,1996,209857.0,12.7,0.26830915,3.2085798,4.041387,0.90592086,0.17733571,70.62272677174033,80.76931555163672
604,Belize,BLZ,1997,217127.0,13.1,0.2684489,3.225486,4.043736,0.90604657,0.17801873,57.781762328005605,79.80411436944492
605,Belize,BLZ,1997,217127.0,13.1,0.2684489,3.225486,4.043736,0.90604657,0.17801873,70.19813497342562,81.10487721801275
606,Belize,BLZ,1998,224917.0,13.5,0.26857248,3.247597,4.0467668,0.9061847,0.17885175,56.1297110778541,78.12661338282675
607,Belize,BLZ,1998,224917.0,13.5,0.26857248,3.247597,4.0467668,0.9061847,0.17885175,68.25385414692485,79.64017069998758
608,Belize,BLZ,1999,232750.0,13.9,0.2686861,3.2667875,4.0498943,0.90633047,0.17968188,51.126812535020704,76.27475365923658
609,Belize,BLZ,1999,232750.0,13.9,0.2686861,3.2667875,4.0498943,0.90633047,0.17968188,62.87531945716199,78.3548126990201
640,Benin,BEN,2003,7659211.0,4.8,0.21191593,4.43434,3.1645153,0.5457216,0.09185245,93.77867243952052,98.49703357593688
641,Benin,BEN,2003,7659211.0,4.8,0.21191593,4.43434,3.1645153,0.5457216,0.09185245,95.10089581940062,98.0329760326234
649,Benin,BEN,2011,9726385.0,6.7,0.21203563,4.43529,3.1690829,0.545644,0.09417102,90.09473042607696,97.24214668374596
650,Benin,BEN,2011,9726385.0,6.7,0.21203563,4.43529,3.1690829,0.545644,0.09417102,91.97465322624517,96.5798247357766
654,Benin,BEN,2015,10932791.0,7.9,0.21232744,4.4371924,3.2099452,0.5456036,0.09622692,90.61193067142835,96.84634929375883
655,Benin,BEN,2015,10932791.0,7.9,0.21232744,4.4371924,3.2099452,0.5456036,0.09622692,91.82329253829089,95.57206136868412
670,Bhutan,BTN,2003,634635.0,2.5,0.28641915,4.0695133,3.195055,0.3926649,0.11203634,72.96674181142069,91.59238691253418
671,Bhutan,BTN,2003,634635.0,2.5,0.28641915,4.0695133,3.195055,0.3926649,0.11203634,73.27609367814266,86.91044593233997
675,Bhutan,BTN,2007,681624.0,3.3,0.28715962,3.9938788,3.1996078,0.39265683,0.11930709,61.581087405394975,87.641642262594
676,Bhutan,BTN,2007,681624.0,3.3,0.28715962,3.9938788,3.1996078,0.39265683,0.11930709,62.299699542906176,80.77529453863778
681,Bhutan,BTN,2012,721154.0,4.5,0.28639156,3.9486969,3.2162237,0.39267892,0.12892511,44.30584041634378,77.83145419604625
682,Bhutan,BTN,2012,721154.0,4.5,0.28639156,3.9486969,3.2162237,0.39267892,0.12892511,44.87013448519126,67.37676279483021
687,Bolivia,BOL,1990,7096195.0,8.1,0.2603292,3.6766834,5.65358,0.8883931,0.1916365,49.43465559048017,77.5718909954111
688,Bolivia,BOL,1990,7096195.0,8.1,0.2603292,3.6766834,5.65358,0.8883931,0.1916365,42.17963882711905,61.57399292710214
690,Bolivia,BOL,1992,7394417.0,8.8,0.2609247,3.6732953,5.632943,0.88840336,0.19346592,64.86212204716927,85.13388699899276
691,Bolivia,BOL,1992,7394417.0,8.8,0.2609247,3.6732953,5.632943,0.88840336,0.19346592,58.19887619807801,73.81258565241538
696,Bolivia,BOL,1997,8137627.0,10.7,0.26192835,3.6308825,5.623021,0.888229,0.19682738,52.44200015234427,74.74242479746061
697,Bolivia,BOL,1997,8137627.0,10.7,0.26192835,3.6308825,5.623021,0.888229,0.19682738,46.06874738703411,61.93713298549997
699,Bolivia,BOL,1999,8439057.0,11.5,0.2624087,3.5949793,5.6349907,0.88810086,0.19921088,54.7199257683888,76.10680410950982
700,Bolivia,BOL,1999,8439057.0,11.5,0.2624087,3.5949793,5.6349907,0.88810086,0.19921088,50.03883773986056,63.05534816536027
701,Bolivia,BOL,2000,8592656.0,11.8,0.26254123,3.5805418,5.63645,0.88802814,0.19991118,61.96342379211547,80.02386733711091
702,Bolivia,BOL,2000,8592656.0,11.8,0.26254123,3.5805418,5.63645,0.88802814,0.19991118,55.82252895768012,69.17802042805612
703,Bolivia,BOL,2001,8746087.0,12.2,0.26261985,3.5676677,5.6325893,0.8879503,0.20037231,57.32594062461354,78.36343097623616
704,Bolivia,BOL,2001,8746087.0,12.2,0.26261985,3.5676677,5.6325893,0.8879503,0.20037231,51.78060229574339,67.14252092073285
705,Bolivia,BOL,2002,8900591.0,12.6,0.2627139,3.5543392,5.6253676,0.8878668,0.20104182,59.1631800485503,79.52091733843399
706,Bolivia,BOL,2002,8900591.0,12.6,0.2627139,3.5543392,5.6253676,0.8878668,0.20104182,53.80923943570208,68.33333110487982
708,Bolivia,BOL,2004,9216282.0,13.4,0.26292843,3.5299754,5.610173,0.8877023,0.20207033,52.83430581762288,75.64575645756457
709,Bolivia,BOL,2004,9216282.0,13.4,0.26292843,3.5299754,5.610173,0.8877023,0.20207033,45.81185244712175,62.86276068349033
710,Bolivia,BOL,2005,9377395.0,13.8,0.26303548,3.5175493,5.6069174,0.88762677,0.20279272,51.93861788930371,73.08455024773892
711,Bolivia,BOL,2005,9377395.0,13.8,0.26303548,3.5175493,5.6069174,0.88762677,0.20279272,47.21273431848095,60.98562593259759
712,Bolivia,BOL,2006,9542663.0,14.2,0.2632475,3.5028706,5.6099463,0.88755876,0.20399249,47.91740643919648,69.87109619195937
713,Bolivia,BOL,2006,9542663.0,14.2,0.2632475,3.5028706,5.6099463,0.88755876,0.20399249,42.07664941414343,56.89636779531882
714,Bolivia,BOL,2007,9711155.0,14.6,0.26361355,3.4859905,5.618596,0.887498,0.20605934,46.289330572032775,70.27331877715616
715,Bolivia,BOL,2007,9711155.0,14.6,0.26361355,3.4859905,5.618596,0.887498,0.20605934,41.16126640823725,55.77151383201255
716,Bolivia,BOL,2008,9880593.0,15.0,0.26403958,3.4675107,5.63033,0.8874449,0.20870058,39.01786784540396,64.95113674647486
717,Bolivia,BOL,2008,9880593.0,15.0,0.26403958,3.4675107,5.63033,0.8874449,0.20870058,33.91930587583851,49.64897010028866
718,Bolivia,BOL,2009,10051322.0,15.5,0.26443076,3.4530635,5.6426992,0.8873993,0.21103743,34.61365295113361,61.45408582991407
719,Bolivia,BOL,2009,10051322.0,15.5,0.26443076,3.4530635,5.6426992,0.8873993,0.21103743,28.899612234752446,44.33902277427918
721,Bolivia,BOL,2011,10396249.0,16.3,0.26491368,3.4407985,5.667082,0.8873253,0.2158794,27.94774205706928,55.4673018582056
722,Bolivia,BOL,2011,10396249.0,16.3,0.26491368,3.4407985,5.667082,0.8873253,0.2158794,23.46813718287929,37.341442094799945
723,Bolivia,BOL,2012,10569697.0,16.8,0.2652076,3.4351537,5.68776,0.88729376,0.21836287,28.00432741329916,53.57601540478538
724,Bolivia,BOL,2012,10569697.0,16.8,0.2652076,3.4351537,5.68776,0.88729376,0.21836287,23.67202213769489,36.939062247833135
725,Bolivia,BOL,2013,10743352.0,17.3,0.26552236,3.4315934,5.709932,0.887264,0.22100943,25.826961246309537,50.21300274881948
726,Bolivia,BOL,2013,10743352.0,17.3,0.26552236,3.4315934,5.709932,0.887264,0.22100943,21.75917769865082,33.99133376452444
727,Bolivia,BOL,2014,10916991.0,17.7,0.26580554,3.4281054,5.728347,0.88723636,0.22369094,24.81507488439246,50.57824419239947
728,Bolivia,BOL,2014,10916991.0,17.7,0.26580554,3.4281054,5.728347,0.88723636,0.22369094,20.18817320383537,33.97648609423961
729,Bolivia,BOL,2015,11090090.0,18.2,0.26600462,3.4259856,5.7377477,0.887211,0.2260501,25.43666383138729,51.31071370549029
730,Bolivia,BOL,2015,11090090.0,18.2,0.26600462,3.4259856,5.7377477,0.887211,0.2260501,20.49214034363511,34.740529208594786
731,Bolivia,BOL,2016,11263016.0,18.7,0.26610595,3.425216,5.7332025,0.88718724,0.22895251,25.903508680476488,52.036711564768446
732,Bolivia,BOL,2016,11263016.0,18.7,0.26610595,3.425216,5.7332025,0.88718724,0.22895251,21.97738944251691,35.11180810748474
744,Bosnia and Herzegovina,BIH,2001,4194941.0,13.8,0.28300986,3.146031,3.5616548,0.5488198,0.10492672,8.55742265452387,45.64272528637598
745,Bosnia and Herzegovina,BIH,2001,4194941.0,13.8,0.28300986,3.146031,3.5616548,0.5488198,0.10492672,13.832189744299992,38.63003655294859
748,Bosnia and Herzegovina,BIH,2004,4142858.0,14.8,0.28416702,3.0271466,3.5550015,0.5485055,0.11248996,3.99189429375616,22.97266166491552
749,Bosnia and Herzegovina,BIH,2004,4142858.0,14.8,0.28416702,3.0271466,3.5550015,0.5485055,0.11248996,6.57761612428739,18.76787925779869
752,Bosnia and Herzegovina,BIH,2007,4007877.0,15.9,0.28506815,2.8988833,3.5564504,0.54852134,0.118606076,2.8167231001221897,18.47716984835624
753,Bosnia and Herzegovina,BIH,2007,4007877.0,15.9,0.28506815,2.8988833,3.5564504,0.54852134,0.118606076,4.79964624813466,15.27900029938409
757,Bosnia and Herzegovina,BIH,2011,3743143.0,17.3,0.28605464,2.7690966,3.5582404,0.54873204,0.1252981,3.75224110763921,20.30761095114405
758,Bosnia and Herzegovina,BIH,2011,3743143.0,17.3,0.28605464,2.7690966,3.5582404,0.54873204,0.1252981,5.7792609116000895,16.51114749132812
767,Botswana,BWA,1993,1462267.0,7.9,0.21653488,4.2160854,3.5152607,0.54092187,0.14264108,74.68988525390625,89.20006435015996
768,Botswana,BWA,1993,1462267.0,7.9,0.21653488,4.2160854,3.5152607,0.54092187,0.14264108,78.31464843749998,87.31062515688338
777,Botswana,BWA,2002,1795137.0,11.6,0.21991788,4.3618913,3.5210674,0.54091257,0.15368508,65.30554219670529,79.39141963872818
778,Botswana,BWA,2002,1795137.0,11.6,0.21991788,4.3618913,3.5210674,0.54091257,0.15368508,68.60461807903927,77.11577043030317
785,Botswana,BWA,2009,2048997.0,13.7,0.22173734,4.2903466,3.527243,0.5409322,0.16182953,55.77991654217831,76.17114574916745
786,Botswana,BWA,2009,2048997.0,13.7,0.22173734,4.2903466,3.527243,0.5409322,0.16182953,60.36802134736337,73.25281053682257
792,Botswana,BWA,2015,2305177.0,15.8,0.22361848,4.2436314,3.5766718,0.540917,0.17265433,59.06379113928417,77.89043486506324
793,Botswana,BWA,2015,2305177.0,15.8,0.22361848,4.2436314,3.5766718,0.540917,0.17265433,63.5148098714047,75.45025850963675
795,Brazil,BRA,1990,150706448.0,9.1,0.27403748,4.007267,5.8948245,1.1125082,0.20202503,57.57257346641058,76.06640916672785
796,Brazil,BRA,1990,150706448.0,9.1,0.27403748,4.007267,5.8948245,1.1125082,0.20202503,63.72831976522115,75.31875268841775
798,Brazil,BRA,1992,155900784.0,9.9,0.27442616,3.9777496,5.9860077,1.1126469,0.20179656,58.03809833021371,79.21686672666573
799,Brazil,BRA,1992,155900784.0,9.9,0.27442616,3.9777496,5.9860077,1.1126469,0.20179656,65.39781388437382,78.11231589063419
800,Brazil,BRA,1993,158440864.0,10.3,0.2745315,3.9737947,6.032992,1.1127009,0.20173447,56.626597776125664,77.0855236613157
801,Brazil,BRA,1993,158440864.0,10.3,0.2745315,3.9737947,6.032992,1.1127009,0.20173447,64.33645383303038,75.93752977506489
803,Brazil,BRA,1995,163515328.0,11.2,0.27458176,3.9818487,6.0966754,1.1127634,0.2020338,44.9510685657504,67.59301032943361
804,Brazil,BRA,1995,163515328.0,11.2,0.27458176,3.9818487,6.0966754,1.1127634,0.2020338,52.63859736961589,66.31750685416003
805,Brazil,BRA,1996,166037120.0,11.6,0.2744441,4.0324645,6.214051,1.1127659,0.20229526,45.45514054019945,66.95029522769141
806,Brazil,BRA,1996,166037120.0,11.6,0.2744441,4.0324645,6.214051,1.1127659,0.20229526,52.61600307075523,65.65558154414833
807,Brazil,BRA,1997,168546704.0,12.1,0.2741536,4.142137,6.4866014,1.1127455,0.20304035,45.52649280669449,67.13274721257869
808,Brazil,BRA,1997,168546704.0,12.1,0.2741536,4.142137,6.4866014,1.1127455,0.20304035,53.0034350604184,66.19536998995042
809,Brazil,BRA,1998,171039808.0,12.6,0.27381995,4.274299,6.840312,1.1127051,0.2039407,44.5025492574574,67.06070720520233
810,Brazil,BRA,1998,171039808.0,12.6,0.27381995,4.274299,6.840312,1.1127051,0.2039407,51.9644320136487,65.28575611712138
